age;class_worker;education;wage_per_hour;hs_college;marital_stat;major_ind_code;major_occ_code;race;hisp_origin;sex;union_member;unemp_reason;tax_filer_stat;region_prev_res;state_prev_res;det_hh_fam_stat;det_hh_summ;mig_same;num_emp;fam_under_18;country_father;country_mother;country_self;citizenship;own_or_self;weeks_worked;year;sampling_weight
72; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Other professional services; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both 65+; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;49196
56; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; Asian or Pacific Islander; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; RP of unrelated subfamily; Nonrelative of householder; Yes;5; Not in universe; China; China; China; Foreign born- Not a citizen of U S ;0;52;94;49443
49; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Medical except hospital; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; Canada; United-States; United-States; Native- Born in the United States;0;52;94;49596
70; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Not in universe or children; Not in universe; White; All other; Male; Not in universe; Not in universe; Joint both 65+; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;8;94;51634
56; Local government; Doctorate degree(PhD EdD);0; Not in universe; Divorced; Education; Professional specialty; White; All other; Female; Yes; Not in universe; Single; Not in universe; Not in universe; Nonfamily householder; Householder; Yes;4; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;53146
53; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Female; Not in universe; Not in universe; Joint both under 65; Midwest; Minnesota; Spouse of householder; Spouse of householder; No;5; Not in universe; United-States; Canada; United-States; Native- Born in the United States;0;52;94;54345
48; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Female; No; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;2; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;54791
50; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Other professional services; Executive admin and managerial; White; All other; Male; No; Not in universe; Joint both under 65; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;3; Not in universe; United-States; United-States; United-States; Native- Born in the United States;1;52;94;54791
83; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Not in universe or children; Not in universe; White; All other; Male; Not in universe; Not in universe; Nonfiler; Not in universe; Not in universe; Householder; Householder; Yes;0; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;0;94;55841
53; State government; Doctorate degree(PhD EdD);2613; Not in universe; Married-civilian spouse present; Public administration; Adm support including clerical; White; All other; Male; No; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;55904
69; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Divorced; Not in universe or children; Not in universe; White; All other; Male; Not in universe; Not in universe; Single; Not in universe; Not in universe; Nonfamily householder; Householder; Yes;0; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;0;94;56119
35; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Other professional services; Professional specialty; White; All other; Female; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;56968
34; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Female; No; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;2; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;57691
41; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Manufacturing-nondurable goods; Executive admin and managerial; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;57806
43; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-spouse absent; Education; Professional specialty; White; All other; Female; No; Not in universe; Single; Northeast; Virginia; Nonfamily householder; Householder; No;4; Not in universe; ?; ?; ?; Foreign born- Not a citizen of U S ;2;52;94;57814
46; Self-employed-incorporated; Doctorate degree(PhD EdD);0; Not in universe; Separated; Medical except hospital; Professional specialty; White; All other; Male; Not in universe; Not in universe; Single; Not in universe; Not in universe; Nonfamily householder; Householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;58947
49; Self-employed-incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Other professional services; Professional specialty; Black; All other; Male; Not in universe; Not in universe; Joint both under 65; South; Delaware; Householder; Householder; No;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;60718
44; Self-employed-incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Medical except hospital; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;3; Not in universe; United-States; United-States; United-States; Native- Born in the United States;2;52;94;64268
53; Self-employed-incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Finance insurance and real estate; Sales; Asian or Pacific Islander; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; India; India; India; Foreign born- U S citizen by naturalization;0;48;94;65898
87; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Widowed; Not in universe or children; Not in universe; Amer Indian Aleut or Eskimo; All other; Male; Not in universe; Not in universe; Nonfiler; Not in universe; Not in universe; Nonfamily householder; Householder; Yes;0; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;0;94;68241
